symbol,timestamp,title,summary,source,url
AAPL,2025-06-09 23:15:31+00:00,"Apple's Lack Of New AI Features At WWDC Is 'Startling,' Expert Says","Many experts have characterized Apple&#39;s AI moves as &#34;too little, too late.&#34;",benzinga,https://www.benzinga.com/markets/tech/25/06/45851232/apples-lack-of-new-ai-features-at-wwdc-is-startling-expert-says
AAPL,2025-06-09 20:30:57+00:00,Stock Buybacks Are Quietly Powering Wall Street's 2025 Rally, ,benzinga,https://www.benzinga.com/analyst-stock-ratings/analyst-color/25/06/45848820/stock-buybacks-are-quietly-powering-wall-streets-2025-rally
AAPL,2025-06-09 19:08:10+00:00,"Apple WWDC 2025: From Live Translation To Genmoji, Visual AI And ChatGPT Integration, Here Are The New Apple Intelligence Features","At WWDC 2025, Apple Inc. unveiled a series of AI-focused updates under its Apple Intelligence banner for iOS 26 and more.",benzinga,https://www.benzinga.com/markets/tech/25/06/45846510/apple-wwdc-2025-from-live-translation-to-genmoji-visual-ai-and-chatgpt-integration-here-are-the-new-apple-intelligence-features
AAPL,2025-06-09 17:54:16+00:00,"Apple WWDC 2025: iOS 26, macOS Tahoe 26 And More Announced With Liquid Glass Design, Live Translation, Other Apple Intelligence Features","Apple announced major design changes and new features, like Live Translation and Workout Buddy, at its annual developer conference, WWDC.",benzinga,https://www.benzinga.com/markets/tech/25/06/45844424/apple-wwdc-2025-ios-26-announced-with-liquid-glass-design-new-apple-intelligence-features-and-more
AAPL,2025-06-09 18:15:28+00:00,"Watching GoPro; Shares Spike Higher, Apple Announces 'VisionOS 26 supports native playback of 180-degree, 360-degree, and wide field-of-view content from Insta360, GoPro, and Canon'",,benzinga,https://www.benzinga.com/news/25/06/45845090/watching-gopro-shares-spike-higher-apple-announces-visionos-26-supports-native-playback-of-180-degre
AAPL,2025-06-09 18:03:38+00:00,Apple Introduces MacOS Tahoe Which Includes Many Features In iOS; Enhancing The Calling Experience By Bringing The Phone App To Mac,,benzinga,https://www.benzinga.com/news/25/06/45844732/apple-introduces-macos-tahoe-which-includes-many-features-in-ios-enhancing-the-calling-experience-by
AAPL,2025-06-09 17:51:24+00:00,"Apple Highlights New Apple TV Features, Shows Clips Of Upcoming Apple TV+ Shows",,benzinga,https://www.benzinga.com/news/25/06/45844370/apple-highlights-new-apple-tv-features-shows-clips-of-upcoming-apple-tv-shows
AAPL,2025-06-09 17:44:46+00:00,Apple Highlights AI Integration Into Health Apps,,benzinga,https://www.benzinga.com/news/25/06/45844204/apple-highlights-ai-integration-into-health-apps
AAPL,2025-06-09 17:36:39+00:00,Apple Highlights New 'Games' App,,benzinga,https://www.benzinga.com/news/25/06/45843975/apple-highlights-new-games-app
AAPL,2025-06-09 17:35:13+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session, ,benzinga,https://www.benzinga.com/insights/options/25/06/45843939/10-information-technology-stocks-with-whale-alerts-in-todays-session
AAPL,2025-06-09 17:28:13+00:00,"Apple Highlights New Genmogi, Generative AI Features For Texting",,benzinga,https://www.benzinga.com/news/25/06/45843667/apple-highlights-new-genmogi-generative-ai-features-for-texting
AAPL,2025-06-09 17:24:01+00:00,"Apple Highlights New Calling Features In iOS 26, With 'Hold Assist'",,benzinga,https://www.benzinga.com/news/25/06/45843600/apple-highlights-new-calling-features-in-ios-26-with-hold-assist
AAPL,2025-06-09 17:19:44+00:00,Apple Highlights iOS 26 CarPlay Features,,benzinga,https://www.benzinga.com/news/25/06/45843520/apple-highlights-ios-26-carplay-features
AAPL,2025-06-09 17:18:56+00:00,Apple Highlights Redesigned Facetime Page,,benzinga,https://www.benzinga.com/news/25/06/45843499/apple-highlights-redesigned-facetime-page
AAPL,2025-06-09 17:16:52+00:00,Apple Says iOS 26 Is 'More Intuitive',,benzinga,https://www.benzinga.com/news/25/06/45843436/apple-says-ios-26-is-more-intuitive
AAPL,2025-06-09 17:14:01+00:00,Apple To Unify All Platform Launches To 'Series 26',,benzinga,https://www.benzinga.com/news/25/06/45843393/apple-to-unify-all-platform-launches-to-series-26
AAPL,2025-06-09 17:13:36+00:00,Apple Says 'Liquid Glass' Design 'Sets The Stage' For Future Hardware And Software Designs,,benzinga,https://www.benzinga.com/news/25/06/45843385/apple-says-liquid-glass-design-sets-the-stage-for-future-hardware-and-software-designs
AAPL,2025-06-09 17:10:56+00:00,Apple Unveils 'Liquid Glass' Design For iOS,,benzinga,https://www.benzinga.com/news/25/06/45843324/apple-unveils-liquid-glass-design-for-ios
AAPL,2025-06-09 17:10:21+00:00,"Apple Highlights Newest iOS Design, Will Have Universal Design Language Across All Devices",,benzinga,https://www.benzinga.com/news/25/06/45843283/apple-highlights-newest-ios-design-will-have-universal-design-language-across-all-devices
AAPL,2025-06-09 17:07:13+00:00,Apple Says Apps Can Plug Straight Into LLMs On-Device With New Feature,,benzinga,https://www.benzinga.com/news/25/06/45843064/apple-says-apps-can-plug-straight-into-llms-on-device-with-new-feature
AAPL,2025-06-09 17:06:44+00:00,"Apple Will Not Present On Siri In WWDC 2025, Details To Come 'Later This Year'",,benzinga,https://www.benzinga.com/news/25/06/45843038/apple-will-not-present-on-siri-in-wwdc-2025-details-to-come-later-this-year
AAPL,2025-06-09 17:05:41+00:00,Apple Highlights AI Tools At WWDC 2025,,benzinga,https://www.benzinga.com/news/25/06/45843008/apple-highlights-ai-tools-at-wwdc-2025
AAPL,2025-06-09 17:02:25+00:00,Apple's WWDC 2025 Event Begins,,benzinga,https://www.benzinga.com/news/25/06/45842932/apples-wwdc-2025-event-begins
AAPL,2025-06-09 15:09:19+00:00,"Apple's WWDC: Analyst Sees AI Unveil, Siri Revamp And Alibaba Deal As Catalyst For iPhone Upgrade",Wedbush analyst maintains Outperform rating on Apple with $270 price target. WWDC will showcase AI strategy and potential Alibaba partnership.,benzinga,https://www.benzinga.com/analyst-stock-ratings/analyst-color/25/06/45840001/apples-wwdc-analyst-sees-ai-unveil-siri-revamp-and-alibaba-deal-as-catalyst-for-iphone-upgrade
AAPL,2025-06-09 14:29:15+00:00,Apple's WWDC 2025 Kicks Off Today: What's Going On?,"Apple to focus on AI at WWDC 2025, but no major breakthroughs expected. Analyst Ming-Chi Kuo outlines key points for Apple&#39;s AI strategy at upcoming event.",benzinga,https://www.benzinga.com/trading-ideas/movers/25/06/45838486/apples-wwdc-2025-kicks-off-today-whats-going-on
AAPL,2025-06-09 13:25:40+00:00,"Top 10 Trending Stocks On WallStreetBets As Of June 9, 2025 (Via Swaggy Stocks)",,benzinga,https://www.benzinga.com/trading-ideas/25/06/45835953/top-10-trending-stocks-on-wallstreetbets-as-of-june-9-2025-via-swaggy-stocks
AAPL,2025-06-09 10:40:27+00:00,Ryan Reynolds Flames Neil Patrick Harris For Taking Over Deadpool Role In Meta Quest VR Game,"Ryan Reynolds humorously responded to Neil Patrick Harris taking over the Deadpool role in Meta Quest&#39;s upcoming VR game, playfully calling Harris a &#34;butthole&#34; for stealing his signature role.",benzinga,https://www.benzinga.com/markets/tech/25/06/45832784/ryan-reynolds-flames-neil-patrick-harris-for-taking-over-deadpool-role-in-meta-quest-vr-game
AAPL,2025-06-09 08:31:20+00:00,Boeing 737 MAX Deliveries To China Restart After Month-Long Pause Amid Trade Tensions With US Over Trump's Tariffs,"A Boeing Co. (NYSE: BA) 737 MAX 8 aircraft landed at the company&#39;s Zhoushan completion center near Shanghai on Monday, marking the resumption of deliveries to Chinese carriers after a month-long halt due to escalating trade tensions.",benzinga,https://www.benzinga.com/news/politics/25/06/45831511/boeing-737-max-deliveries-to-china-restart-after-month-long-pause-amid-trade-tensions-with-us-over-trumps-tariffs
AAPL,2025-06-09 06:38:23+00:00,"WWDC 2025 Not Expected To Have Any Major AI Breakthroughs, But Apple Analyst Says Watch Out For These 3 Key Points","Ming-Chi Kuo predicts that while Apple&#39;s AI strategy will take center stage at WWDC 2025, no major breakthroughs are expected, but clear explanations and a roadmap for AI development could meet market expectations.",benzinga,https://www.benzinga.com/markets/tech/25/06/45831001/wwdc-2025-not-expected-to-have-any-major-ai-breakthroughs-but-apple-analyst-says-watch-out-for-these-3-key-points
AAPL,2025-06-09 05:00:32+00:00,Pierre Ferragu Takes Apple To Task For Dismissing The AI Revolution: 'Has Its Head In The Sand',"Pierre Ferragu, an analyst at New Street Research, criticized Apple&#39;s approach to AI reasoning models, claiming the company is ignoring the revolution and falling behind its competitors in AI innovation.",benzinga,https://www.benzinga.com/markets/tech/25/06/45830549/pierre-ferragu-takes-apple-to-task-for-dismissing-the-ai-revolution-has-its-head-in-the-sand
AAPL,2025-06-08 20:51:11+00:00,"Apple's Liquid Glass Interface Set To Revolutionize iOS 26, Hints At 20th Anniversary iPhone","Apple is poised to unveil a groundbreaking software design, dubbed &#34;Liquid Glass,&#34; at its upcoming Worldwide Developers Conference.",benzinga,https://www.benzinga.com/markets/tech/25/06/45829938/apples-liquid-glass-interface-set-to-revolutionize-ios-26-hints-at-20th-anniversary-iphone
AAPL,2025-06-08 17:30:54+00:00,"Kanye West Once Gifted Kim Kardashian Stocks In Apple, Netflix, Amazon And Disney — And His Financial Foresight Continues To Benefit Her Wealth","Despite their divorce, Kanye West&#39;s strategic stock investments for Kim Kardashian in major companies like Netflix, Apple and Amazon continue to thrive, significantly boosting her wealth.",benzinga,https://www.benzinga.com/markets/tech/25/06/45829612/kanye-west-once-gifted-kim-kardashian-stocks-in-apple-netflix-amazon-and-disney-and-his-financial-foresight-continues-to-benefit-her-wealth
AAPL,2025-06-08 16:46:46+00:00,"Consumer Tech News (Jun 2-Jun 6): Amercia Witnesses Surge In Layoffs, Tesla Norway Sales Jumps 213% In May & More",Corporate layoffs surge due to Trump&#39;s tariff policies and AI adoption. Broadcom beats estimates in Q2. Rubrik&#39;s Q1 results exceed expectations. Tesla&#39;s sales surge in Norway. Scaramucci praises Musk&#39;s impact. Disney loses battle to block executive from joining YouTube. Tom Cruise&#39;s Mission: Impossible - The Final Reckoning reignites China&#39;s box office. Apple to unveil new technology developments.,benzinga,https://www.benzinga.com/markets/tech/25/06/45829550/consumer-tech-news-jun-2-jun-6-amercia-witnesses-surge-in-layoffs-tesla-norway-sales-jumps-213-in-may-more
AAPL,2025-06-08 12:01:00+00:00,"Apple's AI Delay, WWDC 2025, And App Store Sales Surge: This Week In Appleverse", ,benzinga,https://www.benzinga.com/markets/tech/25/06/45829063/apples-ai-delay-wwdc-2025-and-app-store-sales-surge-this-week-in-appleverse
AAPL,2025-06-07 15:01:33+00:00,"You'd Be A Millionaire If You Invested $10,000 In This Stock In 1995: Here Is S&P 500's Top Performing Stock Over The Last 30 Years",This beverage company has outperformed all S&amp;P 500 stocks over the last 30 years providing an 32.6% annualized return.,benzinga,https://www.benzinga.com/markets/equities/25/06/45827784/youd-be-a-millionaire-if-you-invested-10000-in-this-stock-in-1995-here-is-sp-500s-top-performing-stock-over-the-last-30-years
AAPL,2025-06-07 14:01:40+00:00,Steve Jobs Taught Tim Cook A 'Brilliant' Skill That Only 'Few People Have' But The Apple Chief Took A While To Fall In Love With It,"Steve Jobs taught Tim Cook to always be open to new evidence and change his mind quickly, a trait that inspired others like Jony Ive and Marc Benioff.",benzinga,https://www.benzinga.com/markets/tech/25/06/45827666/steve-jobs-taught-tim-cook-a-brilliant-skill-that-only-few-people-have-but-the-apple-chief-took-a-while-to-fall-in-love-with-it
AAPL,2025-06-07 03:34:56+00:00,"Apple May Launch New Hardware At WWDC 2025: Mac Pro, HomePad, AirTag 2 Expected","Rumors suggest that Apple&#39;s WWDC 2025 may feature surprise hardware announcements, including a new Mac Pro.",benzinga,https://www.benzinga.com/markets/tech/25/06/45826757/apple-may-launch-new-hardware-at-wwdc-2025-mac-pro-homepad-airtag-2-expected
AAPL,2025-06-06 20:15:03+00:00,Broadcom Gets Mixed Reactions As Modest Earnings Beat Sparks Profit-Taking,"
Wall Street analysts raise ratings on Broadcom after strong second-quarter results, with AI revenue growing 46% to $4.4 billion.",benzinga,https://www.benzinga.com/analyst-stock-ratings/reiteration/25/06/45823387/broadcom-gets-mixed-reactions-as-modest-earnings-beat-sparks-profit-taking
AAPL,2025-06-06 17:35:13+00:00,10 Information Technology Stocks Whale Activity In Today's Session, ,benzinga,https://www.benzinga.com/insights/options/25/06/45820568/10-information-technology-stocks-whale-activity-in-todays-session
AAPL,2025-06-06 15:00:36+00:00,"Market Analysis: Apple And Competitors In Technology Hardware, Storage &amp; Peripherals Industry", ,benzinga,https://www.benzinga.com/insights/news/25/06/45816456/market-analysis-apple-and-competitors-in-technology-hardware-storage-amp-peripherals-industry
AAPL,2025-06-06 13:39:39+00:00,Taiwan Semiconductor Powers Alphawave's 2nm Chip Breakthrough For Faster AI And HPC Connectivity,"Alphawave Semi announces successful tape out of UCIe IP subsystem on TSMC&#39;s 2-nm process, supporting 36G die-to-die data rates. This milestone shows readiness for advanced chiplet architectures and future disaggregated SoCs. ",benzinga,https://www.benzinga.com/markets/tech/25/06/45813754/taiwan-semiconductor-powers-alphawaves-2nm-chip-breakthrough-for-faster-ai-and-hpc-connectivity
AAPL,2025-06-05 17:46:33+00:00,Apple Has Plummeted A Stunning 45% Vs. Mag 7 Since 2022,"Apple&#39;s stock has fallen 45% since its 2022 peak, lagging behind other Big Tech peers due to tariffs, market weakness, and lackluster iPhone sales.",benzinga,https://www.benzinga.com/markets/tech/25/06/45799943/apple-has-plummeted-a-stunning-45-vs-mag-7-since-2022
AAPL,2025-06-05 17:38:09+00:00,"Morgan Stanley Reiterates Overweight on Apple, Maintains $235 Price Target",,benzinga,https://www.benzinga.com/news/25/06/45799845/morgan-stanley-reiterates-overweight-on-apple-maintains-235-price-target
AAPL,2025-06-05 17:35:13+00:00,10 Information Technology Stocks Whale Activity In Today's Session, ,benzinga,https://www.benzinga.com/insights/options/25/06/45799780/10-information-technology-stocks-whale-activity-in-todays-session
AAPL,2025-06-05 16:47:29+00:00,"Apple Faces Modest Earnings Hit After Court Ruling But Analyst Expects Match, Bumble, Spotify Set To Gain",Apps such as Bumble and Playstudios that previously paid fees to Apple should expect an annual margin uplift.,benzinga,https://www.benzinga.com/markets/large-cap/25/06/45798733/apple-faces-modest-earnings-hit-after-court-ruling-but-analyst-expects-match-bumble-spotify-set-to-gain
AAPL,2025-06-05 14:02:30+00:00,Unpacking the Latest Options Trading Trends in Apple, ,benzinga,https://www.benzinga.com/insights/options/25/06/45793613/unpacking-the-latest-options-trading-trends-in-apple
AAPL,2025-06-05 10:05:45+00:00,Steve Ballmer Admits Microsoft Missed Mobile By Clinging To Windows: 'We Were Too Confident',Former Microsoft Corporation CEO Steve Ballmer publicly acknowledged the tech giant&#39;s critical strategic error in mobile computing. ,benzinga,https://www.benzinga.com/markets/equities/25/06/45788153/steve-ballmer-admits-microsoft-missed-mobile-by-clinging-to-windows-we-were-too-confident
AAPL,2025-06-05 10:01:17+00:00,Apple And Alibaba's AI Launch In China Delayed By US-China Trade Tensions And Regulatory Hurdles: Report,"Apple Inc. and Alibaba Group Holding Ltd. are facing regulatory delays in launching their artificial intelligence partnership in China, as Beijing withholds approval amid complex US-China trade dynamics.",benzinga,https://www.benzinga.com/markets/asia/25/06/45787934/apple-and-alibabas-ai-launch-in-china-delayed-by-us-china-trade-tensions-and-regulatory-hurdles-report
AAPL,2025-06-05 09:08:30+00:00,"Apple's WWDC 2025: When, How To Watch The Keynote And What To Expect","Apple&#39;s WWDC 2025, set for June 9-13, will unveil iOS 19 and other software updates, with a focus on core enhancements.",benzinga,https://www.benzinga.com/markets/tech/25/06/45787471/apples-wwdc-2025-when-how-to-watch-the-keynote-and-what-to-expect
AAPL,2025-06-05 08:19:16+00:00,"Build-A-Bear Beats Big Tech: Plush Toy Retailer Outpaces Nvidia, Apple With Over 1,600% Returns In 5 Years",Small-cap retailer Build-A-Bear Workshop Inc. has quietly outperformed the big tech giants in the last 5 years.,benzinga,https://www.benzinga.com/markets/equities/25/06/45786997/build-a-bear-beats-big-tech-plush-toy-retailer-outpaces-nvidia-apple-with-over-1600-returns-in-5-years
AAPL,2025-06-05 07:46:06+00:00,Magnificent 7 Drive 54% Of Market Cap Gains In S&P 500 Since April Lows: 'The Market Cannot Survive Without Big Tech',"As the market recovers from April lows, the Magnificent 7 stocks led nearly 55% of the S&amp;P 500&#39;s market capitalization recovery.",benzinga,https://www.benzinga.com/markets/equities/25/06/45786854/magnificent-7-drive-54-of-market-cap-gains-in-sp-500-since-april-lows-the-market-cannot-survive-without-big-tech
AAPL,2025-06-05 07:16:35+00:00,"Meta Is Talking Exclusive VR Content With Disney, Other Hollywood Studios As It Prepares To Launch Its Apple Vision Pro Rival: Report","Meta is securing exclusive VR content from Hollywood studios to attract users to its upcoming premium VR headset, &#34;Loma,&#34; which aims to compete with Apple&#39;s Vision Pro at a lower price point.",benzinga,https://www.benzinga.com/markets/tech/25/06/45786646/meta-is-talking-exclusive-vr-content-with-disney-other-hollywood-studios-as-it-prepares-to-launch-its-apple-vision-pro-rival-report
AAPL,2025-06-04 21:16:56+00:00,'Apple loses bid to pause app store reform order in Epic Games case'- Reuters,,benzinga,https://www.benzinga.com/news/25/06/45782351/apple-loses-bid-to-pause-app-store-reform-order-in-epic-games-case-reuters
AAPL,2025-06-04 20:45:15+00:00,"Apple App Store Sales Jump In May, Boosting Outlook For Services Growth",JPMorgan analyst had Overweight rating on Apple. Sensor Tower reported increase in App Store revenue and downloads. Counterpoint Research cuts growth expectations for global smartphone shipments.,benzinga,https://www.benzinga.com/markets/tech/25/06/45781527/apple-app-store-sales-jump-in-may-boosting-outlook-for-services-growth
AAPL,2025-06-04 17:35:17+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session, ,benzinga,https://www.benzinga.com/insights/options/25/06/45777815/10-information-technology-stocks-with-whale-alerts-in-todays-session
AAPL,2025-06-04 15:48:21+00:00,'Apple and Alibaba's AI rollout in China delayed by Donald Trump's trade war'- Financial Times,,benzinga,https://www.benzinga.com/news/25/06/45775253/apple-and-alibabas-ai-rollout-in-china-delayed-by-donald-trumps-trade-war-financial-times
AAPL,2025-06-04 15:33:51+00:00,"Apple Stock Too Pricey? Analyst Warns Of Rising Competition, Tariff Risks, Favors 2 Tech Giants", ,benzinga,https://www.benzinga.com/analyst-stock-ratings/downgrades/25/06/45774924/apple-stock-too-pricey-analyst-warns-of-rising-competition-tariff-risks-favors-2-tech-giants
AAPL,2025-06-04 15:12:43+00:00,Wedbush Launches AI Revolution ETF Backed By Dan Ives' Proprietary Tech Picks,"Dan Ives brings his bold predictions and tech expertise to the ETF market with the Dan Ives Wedbush AI Revolution ETF, centered around AI companies he&#39;s been bullish on for years.",benzinga,https://www.benzinga.com/etfs/new-etfs/25/06/45774136/wedbush-launches-ai-revolution-etf-backed-by-dan-ives-proprietary-tech-picks
AAPL,2025-06-04 12:58:04+00:00,"Tariffs, AI And Trade War: Apple's Smartphone Growth To Take A Hit, Experts Say",Counterpoint Research cut growth expectations for global smartphone shipments in 2025 to 1.9% due to Trump&#39;s tariff uncertainties. Apple and Samsung&#39;s shipments are expected to slow as costs are passed to consumers.,benzinga,https://www.benzinga.com/markets/tech/25/06/45769045/tariffs-ai-and-trade-war-apples-smartphone-growth-to-take-a-hit-experts-say
